TYPE,PRICE,BEDROOMS,BATHROOMS,SQFT,LATITUDE,LONGITUDE,ZIPCODE,BOROUGH,SUBLOCALITY,PROPERTY_TYPE,PROPERTY_TYPE_GROUP
multi-family home,6995000,20,20.0,12492,40.7368035,-73.9864789,10003,manhattan,new york county,building,residential
house,749000,3,2.0,1332,40.6155772,-74.1364517,10314,staten island,richmond county,building,residential
condo,499000,3,2.0,1156,40.6726721,-73.8496745,11417,queens,queens,building,residential
house,859000,3,3.0,2184,40.71176,-73.753743,11423,queens,queens county,building,residential
pending,599999,2,2.0,2184,40.5887895,-73.9452357,11235,brooklyn,sheepshead bay,building,residential
house,899000,3,2.0,1324,40.6055237,-73.9143161,11234,brooklyn,mill basin,building,residential
co-op,315000,2,1.0,850,40.6142504,-73.9196974,11234,brooklyn,mill basin,building,residential
house,1999999,5,2.3738608579684373,5301,40.6071393,-74.097086,10301,staten island,richmond county,building,residential
house,950000,4,3.0,1746,40.7107548,-73.7320869,11429,queens,queens county,building,residential
house,1399000,5,3.0,3375,40.6491159,-73.8389887,11414,queens,queens county,building,residential
house,1618000,5,2.0,2200,40.6148883,-73.9078973,11234,brooklyn,mill basin,building,residential
pending,485000,6,3.0,2184,40.8781862,-73.8523657,10469,bronx,bronx county,building,residential
contingent,748000,3,2.0,1592,40.5342218,-74.2016301,10309,staten island,richmond county,building,residential
townhouse,3995000,8,8.0,5046,40.80059,-73.97071,10025,manhattan,new york county,building,residential
co-op,659000,1,1.0,440,40.6867525,-73.996485,11201,brooklyn,brooklyn,building,residential
multi-family home,1099000,6,3.0,2018,40.7385519,-73.8545527,11368,queens,corona,building,residential
multi-family home,999000,9,3.0,3168,40.8474641,-73.9177608,10453,bronx,bronx county,building,residential
multi-family home,1299000,3,2.0,2648,40.7544269,-73.8114185,11355,queens,queens county,building,residential
townhouse,8950000,3,6.0,6336,40.7437415,-73.978774,10016,manhattan,new york county,building,residential
house,750000,5,3.0,1500,40.6693291,-73.7924388,11436,queens,queens county,building,residential
multi-family home,1100000,5,3.0,1916,40.6183626,-73.9260392,11234,brooklyn,flatlands,building,residential
house,1275000,3,4.0,2380,40.5393625,-74.214287,10309,staten island,richmond county,building,residential
house,689000,2,2.0,750,40.5817208,-73.9645608,11235,brooklyn,kings county,building,residential
co-op,320000,1,1.0,2184,40.7192438,-73.8499268,11375,brooklyn,forest hills,building,residential
townhouse,3995000,5,6.0,2184,40.6799381,-73.9764616,11217,brooklyn,kings county,building,residential
multi-family home,1399000,6,5.0,2500,40.6717866,-73.7955639,11436,queens,queens county,building,residential
house,1250000,4,2.0,2273,40.8976524,-73.9019402,10471,bronx,bronx county,building,residential
co-op,719000,3,2.0,1440,40.721289,-73.8403901,11375,brooklyn,forest hills,amenity,other
multi-family home,795000,3,4.0,1171,40.8809803,-73.9074446,10463,bronx,bronx county,building,residential
multi-family home,1175000,6,5.0,2184,40.6820237,-73.800217,11436,queens,queens county,building,residential
condo,4250000,3,4.0,2054,40.7704759,-73.9574549,10021,manhattan,upper east side,building,residential
townhouse,2500000,3,4.0,2201,40.741725,-73.9786641,10016,manhattan,new york county,building,residential
multi-family home,850000,3,2.3738608579684373,1600,40.5776897,-74.0072206,11224,brooklyn,kings county,building,residential
house,929000,5,2.3738608579684373,2200,40.5592121,-74.1263587,10306,staten island,richmond county,building,residential
townhouse,549990,3,2.0,2184,40.5610279,-74.1050355,10306,staten island,richmond county,building,residential
multi-family home,1550000,6,6.0,2184,40.5757051,-74.0098832,11224,brooklyn,kings county,building,residential
house,879000,4,2.3738608579684373,1630,40.7282179,-73.8032584,11365,queens,queens county,building,residential
land,1200000,3,2.3738608579684373,2184,40.797735,-73.933806,10035,manhattan,new york county,building,residential
townhouse,7500000,4,2.0,4250,40.77551,-73.957627,10028,manhattan,new york county,building,residential
house,755000,2,2.0,2184,40.7565607,-73.7796734,11361,queens,bayside,building,residential
co-op,325000,2,2.0,2184,40.8890553,-73.9033819,10463,bronx,the bronx,building,residential
house,649000,3,2.0,980,40.5434215,-74.174846,10312,staten island,richmond county,building,residential
house,499999,2,1.0,800,40.594453,-74.1889609,10314,staten island,richmond county,building,residential
multi-family home,999998,4,4.0,2720,40.5862681,-74.1585168,10314,staten island,richmond county,building,residential
multi-family home,1358000,6,3.0,2184,40.6871306,-73.9215141,11221,brooklyn,kings county,building,residential
house,1650000,5,4.0,2184,40.8806865,-73.9157055,10463,bronx,bronx county,building,residential
co-op,680000,1,1.0,2184,40.6915357,-73.9956516,11201,brooklyn,brooklyn,building,residential
co-op,258888,1,1.0,650,40.617279,-74.0267532,11209,brooklyn,fort hamilton,building,residential
townhouse,660000,3,2.3738608579684373,1283,40.851494,-73.8492232,10461,bronx,bronx county,building,residential
townhouse,318888,2,2.0,1270,40.6384591,-74.1646633,10303,staten island,richmond county,building,residential
house,699000,2,2.0,2184,40.7037872,-73.8752532,11385,queens,queens county,building,residential
co-op,985000,3,2.0,2184,40.7518439,-73.8822788,11372,queens,jackson heights,building,residential
townhouse,5950000,4,4.0,2184,40.7750765,-73.9495633,10028,manhattan,new york county,building,residential
house,968000,3,2.0,1344,40.7309404,-73.8683812,11374,queens,queens county,building,residential
condo,569000,2,2.0,2184,40.7332174,-73.8448704,11375,queens,queens,building,residential
multi-family home,1200000,6,6.0,5712,40.7023326,-73.8891107,11385,queens,queens county,building,residential
co-op,4995000,4,3.0,2184,40.7910972,-73.9748583,10024,manhattan,upper west side,building,residential
house,911600,3,2.0,1596,40.7685072,-73.8246067,11354,queens,queens county,building,residential
condo,472000,1,1.0,700,40.73531,-73.8812513,11373,queens,elmhurst,building,residential
house,549000,1,2.0,2184,40.669243,-73.809973,11420,queens,queens county,building,residential
multi-family home,3995000,3,2.3738608579684373,12200,40.6107278,-74.0701607,10305,staten island,richmond county,building,residential
house,1085000,5,3.0,1200,40.618311,-73.997597,11204,brooklyn,bensonhurst,building,residential
multi-family home,680000,3,2.0,1535,40.6713695,-73.869277,11208,brooklyn,east new york,building,residential
condo,200000,1,2.3738608579684373,637,40.8389649,-73.8613485,10462,bronx,bronx county,building,residential
co-op,210000,2,1.0,1000,40.734848,-73.8232512,11367,queens,queens,building,residential
townhouse,525000,2,2.0,996,40.546286,-74.195582,10312,staten island,richmond county,building,residential
multi-family home,999000,5,3.0,2184,40.6207744,-73.9055089,11234,brooklyn,kings county,building,residential
townhouse,1900000,9,5.0,5000,40.8082842,-73.9412356,10027,manhattan,harlem,building,residential
house,519000,3,2.0,1200,40.651735,-73.830298,11414,queens,queens county,building,residential
house,728900,4,1.0,960,40.6163157,-74.1248333,10314,staten island,richmond county,building,residential
co-op,549000,2,1.0,2184,40.7201292,-73.8398387,11375,brooklyn,forest hills,building,residential
pending,2300000,6,2.3738608579684373,4346,40.5274146,-74.179841,10312,staten island,richmond county,building,residential
co-op,299999,2,2.0,1300,40.7808597,-73.7834998,11360,queens,queens,building,residential
pending,1800000,7,4.0,2832,40.6331671,-73.9597006,11230,brooklyn,kings county,building,residential
co-op,1195000,2,2.0,2184,40.7361476,-73.9955368,10011,manhattan,greenwich village,building,residential
co-op,200000,1,1.0,2184,40.7304899,-73.8735933,11373,queens,elmhurst,building,residential
pending,7500000,3,4.0,3050,40.6883185,-73.9686154,11205,brooklyn,clinton hill,building,residential
multi-family home,1059000,6,3.0,2184,40.6830732,-73.8797396,11208,brooklyn,kings county,building,residential
house,1288888,3,4.0,1672,40.6069525,-74.1016936,10301,staten island,richmond county,building,residential
multi-family home,1299999,8,4.0,3448,40.6259736,-73.9141206,11234,brooklyn,kings county,building,residential
house,1399999,3,2.0,2700,40.5116874,-74.2388187,10307,staten island,richmond county,building,residential
house,725000,3,2.0,2410,40.8965547,-73.8476725,10466,bronx,bronx county,building,residential
house,639000,2,2.0,862,40.6175251,-73.9255226,11234,brooklyn,flatlands,building,residential
house,950000,4,4.0,2060,40.7884912,-73.8515778,11356,queens,queens county,building,residential
co-op,279000,3,1.0,1400,40.8563536,-73.865974,10462,bronx,bronx county,building,residential
house,1725000,3,2.0,1508,40.6208655,-74.036863,11209,brooklyn,fort hamilton,building,residential
multi-family home,1698000,4,4.0,3620,40.5357703,-74.1849822,10312,staten island,richmond county,building,residential
house,438000,2,2.0,1354,40.5628043,-74.1853825,10312,staten island,richmond county,building,residential
co-op,299000,1,1.0,2184,40.7490984,-73.8849909,11372,queens,jackson heights,building,residential
condo,625000,2,2.0,995,40.7780359,-73.7808993,11360,queens,queens,building,residential
house,350000,3,2.3738608579684373,1520,40.6758271,-73.8828978,11208,brooklyn,east new york,building,residential
co-op,699999,3,2.0,2184,40.6672186,-73.9566539,11225,brooklyn,flatbush,amenity,other
house,599000,3,2.0,1208,40.6892122,-73.8634426,11421,queens,queens county,building,residential
co-op,279900,1,1.0,900,40.8301222,-73.9202611,10456,bronx,the bronx,building,residential
co-op,270000,1,1.0,2184,40.6047809,-73.9920476,11214,brooklyn,bensonhurst,building,residential
condo,625000,2,1.0,825,40.744346,-73.957101,11109,queens,queens,amenity,other
multi-family home,580000,5,2.0,1780,40.5874424,-73.9675716,11223,brooklyn,gravesend,building,residential
condo,979000,3,2.0,1272,40.6295982,-74.0275565,11209,brooklyn,bay ridge,building,residential
house,1700000,3,4.0,2184,40.6693668,-73.7996259,11436,queens,queens county,building,residential
house,1699888,3,3.0,2275,40.6556445,-73.848959,11414,queens,queens county,building,residential
house,499000,4,2.0,1752,40.8717268,-73.9050847,10463,bronx,bronx county,building,residential
multi-family home,1250000,6,2.3738608579684373,3312,40.7459265,-73.868944,11373,queens,corona,building,residential
co-op,245000,2,1.0,900,40.6014996,-73.9324298,11229,brooklyn,gerritsen beach,building,residential
townhouse,5800000,7,5.0,6360,40.6884736,-73.9747288,11217,brooklyn,kings county,building,residential
house,2350000,5,4.0,4270,40.5251737,-74.2176044,10309,staten island,richmond county,building,residential
house,799000,3,2.0,2340,40.5887913,-74.1444799,10314,staten island,richmond county,building,residential
multi-family home,725000,4,2.0,1700,40.6681943,-73.8749046,11208,brooklyn,east new york,building,residential
pending,3100000,4,2.3738608579684373,3600,40.7956412,-73.8246757,11357,queens,queens county,building,residential
house,1499999,5,3.0,2184,40.695043,-73.832656,11418,queens,queens county,building,residential
house,1250000,4,3.0,2184,40.7684367,-73.7969886,11358,queens,queens county,building,residential
house,1199000,4,1.0,1840,40.6165131,-74.0045846,11228,brooklyn,kings county,building,residential
condo,719000,3,2.0,2184,40.7964178,-73.8058096,11357,brooklyn,whitestone,building,residential
co-op,169000,3,1.0,2184,40.7205894,-73.8359422,11375,queens,queens,building,residential
co-op,99000,1,1.0,850,40.83645,-73.924271,10452,bronx,the bronx,building,residential
house,399000,3,2.3738608579684373,1601,40.7115495,-73.7464296,11429,queens,queens county,building,residential
multi-family home,888000,5,4.0,2184,40.6741308,-73.8908415,11207,brooklyn,east new york,building,residential
multi-family home,1308888,4,3.0,2184,40.7836228,-73.8141298,11357,brooklyn,whitestone,building,residential
house,1265000,3,2.0,2184,40.7151328,-73.8834603,11379,queens,queens county,building,residential
condo,558000,1,1.0,751,40.619526,-74.0311577,11209,brooklyn,fort hamilton,building,residential
house,1280000,4,2.0,2340,40.7690548,-73.7444989,11363,queens,queens county,building,residential
co-op,429000,2,2.0,1450,40.8868607,-73.9129726,10463,bronx,riverdale,building,residential
condo,399900,2,2.0,853,40.5803785,-74.1578058,10314,staten island,staten island,building,residential
house,499900,3,1.0,1040,40.6281869,-74.1606727,10303,staten island,richmond county,building,residential
multi-family home,2489000,4,4.0,2334,40.671985,-73.9889397,11215,brooklyn,kings county,building,residential
condo,255500,1,1.0,950,40.6077498,-74.0743086,10305,staten island,staten island,building,residential
multi-family home,1090000,5,3.0,2184,40.7922364,-73.8405165,11356,queens,queens county,building,residential
multi-family home,471300,4,2.0,2175,40.6629386,-73.8878146,11207,brooklyn,kings county,building,residential
house,1089000,4,2.0,1720,40.6275081,-74.018889,11209,brooklyn,bay ridge,building,residential
co-op,220000,1,1.0,500,40.6699448,-73.9429395,11213,brooklyn,brooklyn,building,residential
townhouse,9950000,10,10.0,8000,40.7369927,-73.9868876,10003,manhattan,new york county,building,residential
co-op,295000,2,1.0,950,40.6778447,-73.7335012,11422,queens,queens county,building,residential
house,1375000,5,4.0,2704,40.606711,-74.1447092,10314,staten island,richmond county,building,residential
co-op,399000,2,2.0,1050,40.5776924,-73.9737314,11224,brooklyn,brighton beach,building,residential
house,639000,4,2.0,1856,40.5774962,-74.1181004,10306,staten island,richmond county,building,residential
contingent,750000,4,4.0,1240,40.5546832,-74.1780566,10312,staten island,richmond county,building,residential
house,499999,3,2.0,1763,40.6175808,-74.0858322,10304,staten island,richmond county,building,residential
co-op,560000,2,2.0,2184,40.7223099,-73.84153,11375,brooklyn,forest hills,building,residential
townhouse,1268000,3,2.0,1513,40.7240812,-73.8521227,11375,queens,queens county,building,residential
house,1899000,7,4.0,2800,40.6049921,-73.9106532,11234,brooklyn,mill basin,building,residential
multi-family home,2100000,20,8.0,7200,40.6330213,-74.0274188,11209,brooklyn,bay ridge,building,residential
house,2900000,5,2.3738608579684373,6707,40.6000344,-74.1064235,10304,staten island,richmond county,building,residential
house,1250000,4,2.3738608579684373,2184,40.7562704,-73.8180817,11355,queens,queens county,building,residential
condo,1078000,3,2.0,2184,40.7270139,-73.8523359,11375,queens,queens,amenity,other
house,3200000,4,4.0,2950,40.6286854,-74.0372417,11209,brooklyn,bay ridge,building,residential
